index,xmin,ymin,xmax,ymax,order
17036,406.0,1.0,754.0,397.0,6
17036,29.0,0.0,465.0,483.0,7
17036,29.0,0.0,465.0,483.0,7
17036,29.0,0.0,465.0,483.0,7
17036,87.0,380.0,738.0,573.0,8
17036,32.0,572.0,796.0,756.0,9
17036,33.0,745.0,800.0,1166.0,10
17036,33.0,745.0,800.0,1166.0,10
17037,1212.0,0.0,1626.0,1169.0,0
17037,858.0,1.0,1319.0,910.0,1
17037,1147.0,941.0,1320.0,1089.0,2
17037,893.0,882.0,1151.0,1169.0,3
17037,29.0,2.0,791.0,876.0,4
17037,29.0,2.0,791.0,876.0,4
17037,87.0,426.0,203.0,682.0,5
17037,510.0,824.0,793.0,1169.0,6
17037,510.0,824.0,793.0,1169.0,6
17037,284.0,779.0,538.0,1169.0,7
17037,284.0,779.0,538.0,1169.0,7
17037,30.0,730.0,314.0,1168.0,8
17037,30.0,730.0,314.0,1168.0,8
17038,1144.0,1.0,1633.0,1169.0,0
17038,855.0,0.0,1212.0,1167.0,1
17038,36.0,2.0,791.0,582.0,2
17038,36.0,2.0,791.0,582.0,2
17038,36.0,2.0,791.0,582.0,2
17038,36.0,2.0,791.0,582.0,2
17038,33.0,582.0,470.0,683.0,3
17038,627.0,600.0,775.0,1082.0,4
17038,469.0,604.0,612.0,1069.0,5
17038,33.0,679.0,468.0,906.0,6
17038,33.0,905.0,471.0,1080.0,7
17039,859.0,2.0,1618.0,672.0,0
17039,862.0,513.0,1613.0,1169.0,1
17039,862.0,513.0,1613.0,1169.0,1
17039,621.0,73.0,762.0,522.0,2
17039,32.0,0.0,763.0,671.0,3
17039,36.0,676.0,766.0,1169.0,4
17040,30.0,1.0,800.0,627.0,0
17040,25.0,626.0,781.0,1169.0,1
17040,25.0,626.0,781.0,1169.0,1
17040,25.0,626.0,781.0,1169.0,1
17041,858.0,1.0,1618.0,1167.0,0
17041,30.0,0.0,794.0,596.0,1
17041,650.0,408.0,759.0,761.0,2
17041,477.0,440.0,649.0,838.0,3
17041,32.0,476.0,480.0,924.0,4
17041,196.0,761.0,790.0,1169.0,5
17041,33.0,758.0,193.0,1169.0,6
17042,857.0,0.0,1621.0,464.0,0
17042,857.0,0.0,1621.0,464.0,0
17042,858.0,464.0,1623.0,580.0,1
17042,856.0,584.0,1564.0,1169.0,2
17042,856.0,584.0,1564.0,1169.0,2
17042,856.0,584.0,1564.0,1169.0,2
17042,513.0,1.0,759.0,538.0,3
17042,49.0,0.0,509.0,398.0,4
17042,49.0,0.0,509.0,398.0,4
17042,331.0,343.0,504.0,534.0,5
17042,53.0,400.0,319.0,619.0,6
17042,31.0,535.0,795.0,1169.0,7
17043,1398.0,85.0,1569.0,467.0,0
17043,1103.0,88.0,1393.0,468.0,1
17043,897.0,85.0,1095.0,469.0,2
17043,854.0,469.0,1615.0,1169.0,3
17043,854.0,469.0,1615.0,1169.0,3
17043,505.0,81.0,760.0,439.0,4
17043,29.0,0.0,504.0,591.0,5
17043,29.0,0.0,504.0,591.0,5
17043,505.0,448.0,760.0,580.0,6
17043,544.0,591.0,759.0,786.0,7
17043,30.0,591.0,539.0,785.0,8
17043,569.0,796.0,759.0,1091.0,9
17043,461.0,796.0,564.0,999.0,10
17043,31.0,785.0,527.0,1167.0,11
17044,856.0,0.0,1621.0,797.0,0
17044,1411.0,810.0,1564.0,1095.0,1
17044,1280.0,808.0,1404.0,1094.0,2
17044,861.0,809.0,1269.0,1169.0,3
17044,482.0,77.0,755.0,321.0,4
17044,337.0,81.0,476.0,320.0,5
17044,330.0,319.0,795.0,593.0,6
17044,84.0,77.0,328.0,581.0,7
17044,552.0,606.0,756.0,1085.0,8
17044,86.0,592.0,549.0,897.0,9
17044,346.0,900.0,542.0,1083.0,10
17044,86.0,897.0,336.0,1083.0,11
17045,1233.0,86.0,1567.0,305.0,0
17045,899.0,89.0,1226.0,309.0,1
17045,1419.0,319.0,1567.0,533.0,2
17045,1069.0,313.0,1416.0,588.0,3
17045,897.0,321.0,1062.0,581.0,4
17045,858.0,591.0,1622.0,1169.0,5
17045,536.0,97.0,762.0,510.0,6
17045,90.0,99.0,531.0,305.0,7
17045,90.0,315.0,531.0,509.0,8
17045,30.0,512.0,792.0,882.0,9
17045,30.0,512.0,792.0,882.0,9
17045,33.0,844.0,793.0,1169.0,10
17046,1404.0,97.0,1560.0,499.0,0
17046,1237.0,96.0,1397.0,267.0,1
17046,1236.0,278.0,1397.0,500.0,2
17046,891.0,96.0,1229.0,500.0,3
17046,892.0,509.0,1563.0,680.0,4
17046,857.0,682.0,1619.0,1167.0,5
17046,857.0,682.0,1619.0,1167.0,5
17046,640.0,77.0,768.0,430.0,6
17046,478.0,76.0,635.0,221.0,7
17046,477.0,228.0,636.0,431.0,8
17046,92.0,4.0,472.0,429.0,9
17046,29.0,432.0,766.0,655.0,10
17046,524.0,659.0,766.0,1083.0,11
17046,34.0,657.0,517.0,1169.0,12
17047,1380.0,81.0,1559.0,403.0,0
17047,1188.0,84.0,1375.0,402.0,1
17047,1190.0,410.0,1559.0,539.0,2
17047,888.0,85.0,1182.0,537.0,3
17047,889.0,548.0,1558.0,724.0,4
17047,1027.0,737.0,1559.0,1169.0,5
17047,1027.0,737.0,1559.0,1169.0,5
17047,888.0,738.0,1025.0,1169.0,6
17047,460.0,81.0,762.0,410.0,7
17047,26.0,1.0,455.0,411.0,8
17047,278.0,417.0,797.0,1167.0,9
17047,278.0,417.0,797.0,1167.0,9
17047,93.0,424.0,277.0,718.0,10
17047,90.0,727.0,273.0,1169.0,11
17048,1209.0,2.0,1619.0,558.0,0
17048,1218.0,508.0,1561.0,714.0,1
17048,1217.0,722.0,1618.0,1169.0,2
17048,854.0,4.0,1207.0,1169.0,3
17048,27.0,2.0,757.0,594.0,4
17048,27.0,2.0,757.0,594.0,4
17048,37.0,446.0,756.0,736.0,5
17048,486.0,744.0,757.0,1086.0,6
17048,365.0,748.0,478.0,1085.0,7
17048,32.0,742.0,358.0,1168.0,8
17049,1255.0,0.0,1620.0,405.0,0
17049,1138.0,92.0,1306.0,391.0,1
17049,891.0,95.0,1134.0,393.0,2
17049,857.0,404.0,1619.0,1166.0,3
17049,857.0,404.0,1619.0,1166.0,3
17049,857.0,404.0,1619.0,1166.0,3
17049,857.0,404.0,1619.0,1166.0,3
17049,857.0,404.0,1619.0,1166.0,3
17049,26.0,1.0,796.0,747.0,4
17049,26.0,1.0,796.0,747.0,4
17049,26.0,1.0,796.0,747.0,4
17049,34.0,582.0,795.0,755.0,5
17049,619.0,765.0,766.0,1079.0,6
17049,88.0,756.0,616.0,1169.0,7
17050,1335.0,0.0,1617.0,1169.0,0
17050,1335.0,0.0,1617.0,1169.0,0
17050,1194.0,1.0,1330.0,435.0,1
17050,891.0,80.0,1189.0,307.0,2
17050,891.0,319.0,1186.0,436.0,3
17050,860.0,445.0,1331.0,712.0,4
17050,854.0,713.0,1338.0,1167.0,5
17050,854.0,713.0,1338.0,1167.0,5
17050,27.0,4.0,788.0,548.0,6
17050,27.0,4.0,788.0,548.0,6
17050,27.0,4.0,788.0,548.0,6
17050,547.0,545.0,761.0,682.0,7
17050,548.0,695.0,762.0,1092.0,8
17050,385.0,548.0,542.0,1092.0,9
17050,31.0,549.0,381.0,1169.0,10
17051,1221.0,84.0,1562.0,296.0,0
17051,892.0,84.0,1212.0,231.0,1
17051,1419.0,305.0,1562.0,532.0,2
17051,1218.0,305.0,1413.0,533.0,3
17051,859.0,232.0,1218.0,546.0,4
17051,854.0,546.0,1562.0,1168.0,5
17051,854.0,546.0,1562.0,1168.0,5
17051,854.0,546.0,1562.0,1168.0,5
17051,854.0,546.0,1562.0,1168.0,5
17051,318.0,2.0,794.0,653.0,6
17051,87.0,1.0,341.0,688.0,7
17051,406.0,531.0,796.0,952.0,8
17051,85.0,631.0,419.0,895.0,9
17051,430.0,949.0,762.0,1080.0,10
17051,259.0,904.0,420.0,1083.0,11
17051,85.0,907.0,249.0,1081.0,12
17052,1218.0,1.0,1625.0,209.0,0
17052,1218.0,208.0,1627.0,359.0,1
17052,1215.0,370.0,1620.0,699.0,2
17052,892.0,0.0,1214.0,694.0,3
17052,1398.0,707.0,1566.0,1082.0,4
17052,1203.0,707.0,1394.0,880.0,5
17052,1206.0,888.0,1393.0,1080.0,6
17052,857.0,707.0,1197.0,1169.0,7
17052,497.0,1.0,793.0,441.0,8
17052,235.0,79.0,549.0,434.0,9
17052,85.0,79.0,228.0,437.0,10
17052,29.0,441.0,759.0,1169.0,11
17052,29.0,441.0,759.0,1169.0,11
17052,29.0,441.0,759.0,1169.0,11
17052,29.0,441.0,759.0,1169.0,11
17052,29.0,441.0,759.0,1169.0,11
17053,1232.0,2.0,1570.0,424.0,0
17053,897.0,87.0,1227.0,424.0,1
17053,897.0,437.0,1566.0,602.0,2
17053,1287.0,615.0,1566.0,1096.0,3
17053,894.0,611.0,1281.0,742.0,4
17053,857.0,615.0,1310.0,1169.0,5
17053,617.0,0.0,766.0,504.0,6
17053,32.0,1.0,618.0,497.0,7
17053,32.0,1.0,618.0,497.0,7
17053,33.0,497.0,793.0,604.0,8
17053,460.0,612.0,760.0,1082.0,9
17053,84.0,610.0,487.0,762.0,10
17053,223.0,778.0,561.0,1081.0,11
17053,87.0,774.0,214.0,1084.0,12
17054,859.0,0.0,1619.0,755.0,0
17054,859.0,0.0,1619.0,755.0,0
17054,859.0,0.0,1619.0,755.0,0
17054,859.0,0.0,1619.0,755.0,0
17054,1183.0,598.0,1618.0,1169.0,1
17054,861.0,686.0,1266.0,1085.0,2
17054,438.0,89.0,757.0,367.0,3
17054,391.0,377.0,754.0,730.0,4
17054,331.0,640.0,754.0,1169.0,5
17054,32.0,2.0,485.0,1169.0,6
17055,1426.0,83.0,1567.0,366.0,0
17055,1295.0,85.0,1418.0,365.0,1
17055,1294.0,377.0,1569.0,513.0,2
17055,863.0,0.0,1296.0,634.0,3
17055,1298.0,524.0,1565.0,629.0,4
17055,1234.0,638.0,1568.0,758.0,5
17055,862.0,634.0,1231.0,759.0,6
17055,861.0,759.0,1619.0,1168.0,7
17055,623.0,81.0,764.0,412.0,8
17055,466.0,81.0,618.0,410.0,9
17055,30.0,0.0,467.0,421.0,10
17055,30.0,0.0,467.0,421.0,10
17055,412.0,421.0,764.0,589.0,11
17055,32.0,425.0,402.0,588.0,12
17055,341.0,591.0,800.0,1169.0,13
17055,95.0,600.0,366.0,747.0,14
17055,91.0,758.0,449.0,1169.0,15
17056,1397.0,0.0,1620.0,220.0,0
17056,1399.0,229.0,1617.0,547.0,1
17056,861.0,1.0,1398.0,560.0,2
17056,1317.0,560.0,1561.0,868.0,3
17056,1266.0,880.0,1561.0,1096.0,4
17056,861.0,563.0,1382.0,1169.0,5
17056,330.0,83.0,763.0,572.0,6
17056,89.0,83.0,325.0,329.0,7
17056,91.0,339.0,323.0,571.0,8
17056,95.0,572.0,762.0,715.0,9
17056,449.0,718.0,763.0,1095.0,10
17056,33.0,718.0,446.0,1169.0,11
17057,1264.0,0.0,1619.0,502.0,0
17057,862.0,2.0,1264.0,434.0,1
17057,1330.0,453.0,1617.0,577.0,2
17057,897.0,446.0,1263.0,581.0,3
17057,897.0,594.0,1564.0,794.0,4
17057,897.0,805.0,1620.0,1169.0,5
17057,276.0,2.0,790.0,539.0,6
17057,89.0,87.0,268.0,580.0,7
17057,346.0,442.0,793.0,1169.0,8
17057,89.0,537.0,340.0,831.0,9
17057,33.0,844.0,347.0,1169.0,10
17058,858.0,0.0,1619.0,1169.0,0
17058,858.0,0.0,1619.0,1169.0,0
17058,858.0,0.0,1619.0,1169.0,0
17058,858.0,0.0,1619.0,1169.0,0
17058,858.0,0.0,1619.0,1169.0,0
17058,544.0,88.0,759.0,502.0,1
17058,547.0,511.0,759.0,650.0,2
17058,426.0,87.0,540.0,337.0,3
17058,430.0,353.0,539.0,651.0,4
17058,89.0,0.0,420.0,652.0,5
17058,581.0,662.0,760.0,894.0,6
17058,552.0,907.0,757.0,1094.0,7
17058,33.0,648.0,629.0,1169.0,8
17058,33.0,648.0,629.0,1169.0,8
17059,1199.0,0.0,1618.0,1169.0,0
17059,862.0,0.0,1273.0,403.0,1
17059,893.0,401.0,1391.0,1110.0,2
17059,893.0,401.0,1391.0,1110.0,2
17059,390.0,69.0,761.0,451.0,3
17059,251.0,92.0,391.0,458.0,4
17059,87.0,93.0,248.0,455.0,5
17059,36.0,456.0,799.0,1169.0,6
17059,36.0,456.0,799.0,1169.0,6
17059,36.0,456.0,799.0,1169.0,6
17060,861.0,0.0,1617.0,1169.0,0
17060,861.0,0.0,1617.0,1169.0,0
17060,861.0,0.0,1617.0,1169.0,0
17060,859.0,884.0,1560.0,1168.0,1
17060,468.0,73.0,758.0,426.0,2
17060,462.0,425.0,793.0,1168.0,3
17060,32.0,0.0,462.0,1169.0,4
17061,859.0,0.0,1619.0,1169.0,0
17061,859.0,0.0,1619.0,1169.0,0
17061,272.0,93.0,758.0,385.0,1
17061,87.0,93.0,270.0,391.0,2
17061,326.0,388.0,776.0,715.0,3
17061,268.0,654.0,792.0,1169.0,4
17061,33.0,406.0,369.0,1169.0,5
17062,1122.0,0.0,1614.0,1169.0,0
17062,893.0,4.0,1172.0,460.0,1
17062,893.0,457.0,1183.0,594.0,2
17062,861.0,611.0,1244.0,1169.0,3
17062,32.0,1.0,792.0,422.0,4
17062,87.0,434.0,760.0,613.0,5
17062,36.0,428.0,793.0,1169.0,6
17062,36.0,428.0,793.0,1169.0,6
17062,36.0,428.0,793.0,1169.0,6
17063,1127.0,1.0,1620.0,532.0,0
17063,897.0,105.0,1118.0,530.0,1
17063,859.0,532.0,1562.0,1169.0,2
17063,859.0,532.0,1562.0,1169.0,2
17063,859.0,532.0,1562.0,1169.0,2
17063,462.0,81.0,801.0,1169.0,3
17063,462.0,81.0,801.0,1169.0,3
17063,27.0,0.0,464.0,1169.0,4
17064,1397.0,44.0,1564.0,354.0,0
17064,1396.0,364.0,1561.0,503.0,1
17064,1322.0,95.0,1394.0,521.0,2
17064,1172.0,95.0,1320.0,552.0,3
17064,892.0,5.0,1168.0,606.0,4
17064,859.0,281.0,1615.0,1169.0,5
17064,30.0,0.0,794.0,585.0,6
17064,30.0,0.0,794.0,585.0,6
17064,30.0,0.0,794.0,585.0,6
17064,30.0,0.0,794.0,585.0,6
17064,29.0,564.0,797.0,1169.0,7
17065,1393.0,0.0,1620.0,456.0,0
17065,858.0,2.0,1375.0,431.0,1
17065,861.0,429.0,1623.0,1168.0,2
17065,861.0,429.0,1623.0,1168.0,2
17065,28.0,0.0,806.0,638.0,3
17065,92.0,655.0,382.0,775.0,4
17065,390.0,650.0,764.0,1169.0,5
17065,95.0,786.0,385.0,1094.0,6
17066,1357.0,91.0,1560.0,377.0,0
17066,892.0,91.0,1353.0,379.0,1
17066,861.0,388.0,1623.0,1169.0,2
17066,29.0,1.0,796.0,1169.0,3
17066,29.0,1.0,796.0,1169.0,3
17067,859.0,1.0,1619.0,1169.0,0
17067,859.0,1.0,1619.0,1169.0,0
17067,859.0,1.0,1619.0,1169.0,0
17067,859.0,1.0,1619.0,1169.0,0
17067,859.0,1.0,1619.0,1169.0,0
17067,248.0,1.0,793.0,683.0,1
17067,88.0,88.0,355.0,687.0,2
17067,505.0,695.0,761.0,850.0,3
17067,504.0,861.0,760.0,1097.0,4
17067,29.0,695.0,496.0,1169.0,5
17068,857.0,1.0,1623.0,640.0,0
17068,1267.0,648.0,1566.0,1169.0,1
17068,894.0,644.0,1259.0,904.0,2
17068,1081.0,916.0,1257.0,1079.0,3
17068,898.0,917.0,1075.0,1082.0,4
17068,349.0,79.0,759.0,481.0,5
17068,91.0,80.0,337.0,334.0,6
17068,88.0,342.0,340.0,481.0,7
17068,87.0,495.0,759.0,810.0,8
17068,452.0,826.0,759.0,1088.0,9
17068,87.0,825.0,444.0,1084.0,10
17069,1116.0,77.0,1567.0,537.0,0
17069,900.0,77.0,1107.0,291.0,1
17069,902.0,303.0,1106.0,535.0,2
17069,857.0,537.0,1620.0,712.0,3
17069,1242.0,711.0,1629.0,1081.0,4
17069,857.0,711.0,1235.0,1085.0,5
17069,28.0,1.0,796.0,692.0,6
17069,28.0,1.0,796.0,692.0,6
17069,33.0,701.0,794.0,1169.0,7
17069,33.0,701.0,794.0,1169.0,7
17069,33.0,701.0,794.0,1169.0,7
17070,1287.0,87.0,1618.0,1094.0,0
17070,859.0,2.0,1364.0,1169.0,1
17072,1314.0,1.0,1624.0,326.0,0
17072,1315.0,337.0,1563.0,544.0,1
17072,897.0,5.0,1303.0,602.0,2
17072,859.0,561.0,1618.0,1169.0,3
17072,568.0,89.0,763.0,558.0,4
17072,395.0,87.0,556.0,346.0,5
17072,395.0,364.0,562.0,561.0,6
17072,395.0,576.0,764.0,1094.0,7
17072,30.0,1.0,388.0,1169.0,8
17073,1211.0,0.0,1628.0,596.0,0
17073,894.0,88.0,1202.0,597.0,1
17073,1254.0,615.0,1557.0,1091.0,2
17073,892.0,616.0,1244.0,792.0,3
17073,894.0,806.0,1244.0,1088.0,4
17073,512.0,81.0,754.0,316.0,5
17073,88.0,85.0,505.0,316.0,6
17073,85.0,331.0,754.0,677.0,7
17073,493.0,695.0,753.0,1086.0,8
17073,32.0,697.0,487.0,1169.0,9
17074,857.0,0.0,1620.0,630.0,0
17074,1199.0,656.0,1481.0,1084.0,1
17074,896.0,659.0,1195.0,1084.0,2
17074,341.0,85.0,755.0,256.0,3
17074,85.0,88.0,331.0,255.0,4
17074,83.0,270.0,755.0,485.0,5
17074,33.0,501.0,776.0,1169.0,6
17075,904.0,80.0,1572.0,383.0,0
17075,908.0,401.0,1569.0,588.0,1
17075,865.0,424.0,1621.0,1169.0,2
17075,865.0,424.0,1621.0,1169.0,2
17075,29.0,2.0,799.0,765.0,3
17075,512.0,790.0,708.0,1097.0,4
17075,252.0,792.0,502.0,1169.0,5
17075,95.0,794.0,246.0,1169.0,6
17076,1174.0,81.0,1561.0,609.0,0
17076,898.0,68.0,1162.0,314.0,1
17076,900.0,331.0,1166.0,495.0,2
17076,898.0,507.0,1164.0,611.0,3
17076,861.0,618.0,1621.0,1169.0,4
17076,861.0,618.0,1621.0,1169.0,4
17076,85.0,79.0,757.0,210.0,5
17076,453.0,223.0,753.0,557.0,6
17076,85.0,226.0,446.0,431.0,7
17076,85.0,442.0,444.0,558.0,8
17076,306.0,557.0,756.0,1169.0,9
17076,306.0,557.0,756.0,1169.0,9
17076,34.0,582.0,302.0,813.0,10
17076,32.0,830.0,304.0,1169.0,11
17077,1329.0,37.0,1608.0,264.0,0
17077,1329.0,278.0,1569.0,644.0,1
17077,1190.0,77.0,1318.0,578.0,2
17077,902.0,79.0,1181.0,541.0,3
17077,1267.0,614.0,1615.0,1169.0,4
17077,858.0,473.0,1382.0,1169.0,5
17077,395.0,1.0,762.0,685.0,6
17077,252.0,77.0,376.0,324.0,7
17077,89.0,76.0,244.0,326.0,8
17077,92.0,343.0,379.0,688.0,9
17077,517.0,703.0,765.0,1077.0,10
17077,346.0,703.0,511.0,1082.0,11
17077,34.0,702.0,337.0,1169.0,12
17078,1401.0,77.0,1561.0,546.0,0
17078,1144.0,80.0,1394.0,607.0,1
17078,859.0,21.0,1143.0,621.0,2
17078,1401.0,624.0,1561.0,843.0,3
17078,1402.0,856.0,1559.0,1084.0,4
17078,1101.0,620.0,1392.0,1169.0,5
17078,892.0,628.0,1091.0,1089.0,6
17078,564.0,38.0,777.0,483.0,7
17078,89.0,81.0,563.0,325.0,8
17078,89.0,342.0,559.0,482.0,9
17078,92.0,500.0,764.0,775.0,10
17078,482.0,775.0,796.0,1169.0,11
17078,91.0,788.0,482.0,1169.0,12
17079,1321.0,89.0,1565.0,264.0,0
17079,1321.0,281.0,1561.0,478.0,1
17079,1162.0,93.0,1313.0,478.0,2
17079,893.0,91.0,1151.0,480.0,3
17079,861.0,493.0,1619.0,1169.0,4
17079,612.0,89.0,757.0,408.0,5
17079,29.0,0.0,797.0,1169.0,6
17079,29.0,0.0,797.0,1169.0,6
17079,29.0,0.0,797.0,1169.0,6
17079,29.0,0.0,797.0,1169.0,6
17080,1418.0,5.0,1615.0,408.0,0
17080,899.0,1.0,1564.0,577.0,1
17080,1187.0,575.0,1566.0,770.0,2
17080,1355.0,782.0,1564.0,1084.0,3
17080,1187.0,786.0,1350.0,1088.0,4
17080,897.0,580.0,1180.0,1084.0,5
17080,412.0,77.0,764.0,355.0,6
17080,615.0,366.0,764.0,701.0,7
17080,409.0,369.0,606.0,700.0,8
17080,29.0,0.0,400.0,702.0,9
17080,528.0,715.0,763.0,1089.0,10
17080,378.0,714.0,517.0,1088.0,11
17080,32.0,717.0,374.0,1091.0,12
17081,1192.0,0.0,1618.0,1169.0,0
17081,886.0,84.0,1177.0,409.0,1
17081,1031.0,424.0,1178.0,735.0,2
17081,889.0,425.0,1020.0,739.0,3
17081,890.0,750.0,1177.0,1169.0,4
17081,418.0,83.0,754.0,311.0,5
17081,421.0,313.0,755.0,592.0,6
17081,29.0,0.0,422.0,592.0,7
17081,29.0,0.0,422.0,592.0,7
17081,32.0,505.0,257.0,721.0,8
17081,59.0,612.0,794.0,1169.0,9
17082,1265.0,105.0,1442.0,348.0,0
17082,898.0,107.0,1255.0,345.0,1
17082,1238.0,369.0,1566.0,540.0,2
17082,898.0,369.0,1225.0,544.0,3
17082,862.0,560.0,1621.0,1169.0,4
17082,572.0,88.0,752.0,421.0,5
17082,409.0,83.0,568.0,436.0,6
17082,81.0,88.0,405.0,423.0,7
17082,421.0,436.0,749.0,654.0,8
17082,597.0,670.0,748.0,1094.0,9
17082,425.0,667.0,588.0,1089.0,10
17082,33.0,438.0,416.0,1169.0,11
17083,1370.0,77.0,1570.0,210.0,0
17083,1376.0,214.0,1572.0,432.0,1
17083,1096.0,80.0,1371.0,434.0,2
17083,904.0,81.0,1087.0,430.0,3
17083,900.0,460.0,1621.0,1169.0,4
17083,900.0,460.0,1621.0,1169.0,4
17083,505.0,83.0,753.0,426.0,5
17083,374.0,84.0,507.0,442.0,6
17083,88.0,83.0,374.0,430.0,7
17083,32.0,448.0,756.0,1169.0,8
17084,1255.0,83.0,1566.0,291.0,0
17084,1258.0,307.0,1566.0,704.0,1
17084,867.0,0.0,1254.0,735.0,2
17084,1087.0,749.0,1299.0,1090.0,3
17084,894.0,751.0,1073.0,1088.0,4
17084,464.0,76.0,753.0,300.0,5
17084,88.0,79.0,455.0,306.0,6
17084,466.0,322.0,753.0,572.0,7
17084,87.0,319.0,457.0,575.0,8
17084,32.0,481.0,756.0,1167.0,9
17084,32.0,481.0,756.0,1167.0,9
17084,32.0,481.0,756.0,1167.0,9
17085,892.0,80.0,1564.0,209.0,0
17085,1245.0,226.0,1565.0,648.0,1
17085,1100.0,224.0,1233.0,653.0,2
17085,894.0,214.0,1102.0,667.0,3
17085,1309.0,667.0,1624.0,1167.0,4
17085,1172.0,667.0,1297.0,842.0,5
17085,1172.0,857.0,1301.0,1085.0,6
17085,894.0,671.0,1162.0,1085.0,7
17085,96.0,79.0,764.0,260.0,8
17085,401.0,263.0,767.0,708.0,9
17085,401.0,263.0,767.0,708.0,9
17085,95.0,275.0,401.0,700.0,10
17085,580.0,714.0,764.0,1083.0,11
17085,438.0,718.0,570.0,1083.0,12
17085,36.0,717.0,430.0,1169.0,13
17086,1236.0,0.0,1621.0,659.0,0
17086,888.0,87.0,1239.0,646.0,1
17086,1124.0,660.0,1557.0,1089.0,2
17086,886.0,658.0,1113.0,851.0,3
17086,889.0,865.0,1116.0,1169.0,4
17086,29.0,0.0,767.0,611.0,5
17086,543.0,623.0,770.0,1087.0,6
17086,292.0,628.0,535.0,1089.0,7
17086,50.0,626.0,285.0,1135.0,8
17087,1127.0,65.0,1596.0,506.0,0
17087,889.0,103.0,1120.0,306.0,1
17087,889.0,319.0,1121.0,508.0,2
17087,1156.0,521.0,1618.0,1169.0,3
17087,859.0,519.0,1147.0,1169.0,4
17087,482.0,96.0,766.0,273.0,5
17087,476.0,287.0,767.0,565.0,6
17087,313.0,95.0,469.0,473.0,7
17087,99.0,91.0,311.0,583.0,8
17087,95.0,535.0,767.0,732.0,9
17087,470.0,747.0,766.0,1168.0,10
17087,36.0,749.0,461.0,1169.0,11
17088,1346.0,84.0,1565.0,276.0,0
17088,1349.0,294.0,1562.0,665.0,1
17088,861.0,0.0,1337.0,666.0,2
17088,1327.0,681.0,1563.0,1092.0,3
17088,1195.0,679.0,1319.0,1089.0,4
17088,894.0,683.0,1188.0,1169.0,5
17088,462.0,100.0,766.0,324.0,6
17088,462.0,341.0,765.0,501.0,7
17088,25.0,0.0,451.0,506.0,8
17088,26.0,508.0,798.0,1169.0,9
17088,26.0,508.0,798.0,1169.0,9
17088,26.0,508.0,798.0,1169.0,9
17089,1218.0,81.0,1557.0,268.0,0
17089,1219.0,286.0,1554.0,474.0,1
17089,892.0,88.0,1207.0,474.0,2
17089,889.0,477.0,1556.0,673.0,3
17089,1285.0,676.0,1556.0,1086.0,4
17089,1047.0,676.0,1278.0,1086.0,5
17089,890.0,671.0,1038.0,1089.0,6
17089,577.0,87.0,752.0,318.0,7
17089,383.0,84.0,567.0,319.0,8
17089,381.0,334.0,756.0,634.0,9
17089,32.0,1.0,370.0,635.0,10
17089,549.0,652.0,750.0,1061.0,11
17089,33.0,781.0,391.0,1169.0,12
17090,1097.0,61.0,1460.0,382.0,0
17090,901.0,83.0,1086.0,382.0,1
17090,902.0,400.0,1565.0,688.0,2
17090,1349.0,701.0,1570.0,900.0,3
17090,1347.0,920.0,1568.0,1084.0,4
17090,1220.0,706.0,1334.0,1085.0,5
17090,900.0,703.0,1210.0,1169.0,6
17090,322.0,1.0,753.0,471.0,7
17090,83.0,81.0,311.0,230.0,8
17090,84.0,244.0,315.0,476.0,9
17090,84.0,476.0,752.0,635.0,10
17090,34.0,638.0,797.0,1169.0,11
17090,34.0,638.0,797.0,1169.0,11
17090,34.0,638.0,797.0,1169.0,11
17090,34.0,638.0,797.0,1169.0,11
17091,1464.0,79.0,1570.0,402.0,0
17091,1212.0,83.0,1450.0,398.0,1
17091,1211.0,416.0,1572.0,608.0,2
17091,858.0,1.0,1205.0,746.0,3
17091,1207.0,624.0,1570.0,731.0,4
17091,1330.0,781.0,1569.0,1084.0,5
17091,1192.0,782.0,1324.0,1084.0,6
17091,904.0,784.0,1186.0,1167.0,7
17091,597.0,72.0,764.0,449.0,8
17091,440.0,75.0,588.0,448.0,9
17091,437.0,465.0,765.0,634.0,10
17091,32.0,0.0,437.0,652.0,11
17091,32.0,0.0,437.0,652.0,11
17091,520.0,648.0,766.0,849.0,12
17091,525.0,865.0,764.0,1083.0,13
17091,34.0,648.0,519.0,1169.0,14
17092,1148.0,1.0,1622.0,522.0,0
17092,894.0,337.0,1117.0,522.0,1
17092,1397.0,541.0,1564.0,1080.0,2
17092,893.0,543.0,1387.0,789.0,3
17092,1107.0,801.0,1390.0,1083.0,4
17092,894.0,804.0,1097.0,1083.0,5
17092,458.0,293.0,753.0,515.0,6
17092,458.0,532.0,754.0,1091.0,7
17092,30.0,1.0,445.0,1169.0,8
17093,906.0,76.0,1569.0,491.0,0
17093,1358.0,509.0,1567.0,719.0,1
17093,1358.0,735.0,1570.0,1076.0,2
17093,1085.0,511.0,1352.0,1078.0,3
17093,905.0,512.0,1080.0,683.0,4
17093,902.0,699.0,1082.0,1080.0,5
17093,596.0,73.0,763.0,396.0,6
17093,456.0,76.0,588.0,401.0,7
17093,91.0,75.0,446.0,401.0,8
17093,91.0,412.0,763.0,620.0,9
17093,390.0,643.0,763.0,1080.0,10
17093,92.0,647.0,380.0,848.0,11
17093,92.0,864.0,382.0,1169.0,12
17094,1479.0,1.0,1623.0,412.0,0
